Mass-to-charge,Spectra 1,Spectra 2,Spectra 3,Spectra 4,Spectra 5,Spectra 6
846.7238,1636,1992,459,2350,1688,306
846.7525,1738,2352,510,1429,613,663
846.7811,1738,1685,919,919,459,1635
846.8097,1175,561,1021,408,766,2044
846.8383,869,306,767,1124,818,2250
846.8669,1276,460,767,1788,562,1840
846.8956,2044,715,1329,2249,972,1073
846.9242,2095,919,1635,1534,970,357
846.9528,2400,1074,1787,1226,1073,204
846.9814,2656,1073,2196,1583,1380,102
847.01,3373,920,4344,2147,1534,153
847.0387,3629,510,5064,2146,1175,306
847.0673,3374,562,4858,1687,767,614
847.0959,2706,765,2452,1431,459,613
847.1245,2964,869,1124,1738,664,460
847.1532,2607,665,970,1533,716,256
847.1818,2146,307,1380,1584,1074,102
847.2104,1634,408,1993,1380,1586,102
847.239,1533,459,1942,1021,2301,102
847.2677,971,357,1431,255,2351,51
847.2963,1072,255,1226,102,2658,102
847.3249,1532,459,919,255,3223,153
847.3535,1787,510,562,612,4757,562
847.3822,1021,306,562,765,5372,562
847.4108,1481,51,460,1428,5321,255
847.4394,1787,102,561,1428,4860,102
847.468,1839,255,715,1891,5167,153
847.4967,1429,306,715,2504,5424,153
847.5253,2198,306,562,3732,4297,255
847.5539,2301,510,306,5624,2506,153
847.5826,2044,1482,408,8339,1790,51
847.6112,1790,1738,613,9004,1278,51
847.6398,1687,1533,511,9054,1430,307
847.6685,920,1125,408,6903,1790,614
847.6971,766,869,716,5674,1687,665
847.7257,1175,765,919,4500,1278,460
847.7544,1686,919,818,3782,1482,715
847.783,1328,1278,511,2760,2198,1124
847.8116,1379,1431,715,1839,2967,1277
847.8403,1431,1174,1227,1635,2098,765
847.8689,1432,918,1125,2402,1024,561
847.8975,920,766,817,2301,357,408
847.9262,664,561,1276,1992,817,255
847.9548,1481,459,2709,1890,1278,0
847.9835,2095,204,3987,1533,1482,51
848.0121,1992,102,4910,868,1788,102
848.0407,2249,102,5369,1226,1739,51
848.0694,2198,0,5063,1276,970,51
848.098,2403,51,4550,1737,511,0
848.1266,1992,204,2402,2147,563,0
848.1553,2350,255,2148,1994,1023,0
848.1839,2351,153,2864,1583,1073,0
848.2126,2964,51,3068,2095,1483,153
848.2412,2198,51,1993,2197,1994,153
848.2699,1532,153,1124,2863,2045,102
848.2985,1175,306,919,2044,1840,102
848.3271,1328,306,868,1278,2455,102
848.3558,1021,306,511,612,2965,0
848.3844,1379,204,204,817,2964,0
848.4131,1840,204,51,1073,3273,0
848.4417,2298,306,255,1380,3939,0
848.4704,1992,204,357,1687,4452,0
848.499,1839,306,613,2045,4860,102
848.5277,1073,306,614,1736,3579,102
848.5563,459,306,767,1838,2609,204
848.585,357,204,1276,3322,1738,357
848.6136,562,408,1582,4908,1637,460
848.6423,869,767,1328,4599,1738,459
848.6709,1176,1126,1635,4447,1687,459
848.6996,869,1226,1635,4244,1074,511
848.7282,971,1277,1688,4962,971,511
848.7569,255,1277,1431,3885,1074,256
848.7855,255,969,1176,2298,2251,408
848.8142,408,408,765,1634,2352,869
848.8428,818,408,664,1737,2096,1073
848.8715,1175,510,766,1686,1686,766
848.9001,1737,766,1584,1481,1687,562
848.9288,1634,817,1840,1431,1227,358
848.9574,1532,920,1788,1736,1228,204
848.9861,919,562,1072,1123,1073,102
849.0147,868,307,1635,766,920,0
849.0434,1125,408,2452,663,715,102
849.072,1738,664,3016,1225,817,409
849.1007,1686,972,3016,1685,1174,306
849.1294,1941,1074,2609,1429,1328,102
849.158,2300,868,1327,919,1021,51
849.1867,2811,664,1174,664,767,255
849.2153,2505,562,969,1073,920,306
849.244,2708,153,868,1842,1381,204
849.2727,2300,0,1175,2148,1586,51
849.3013,2300,51,1533,2557,1686,204
849.33,1941,102,1687,2351,2045,153
849.3586,1786,357,1430,2146,2966,0
849.3873,2352,460,664,2044,3427,0
849.416,2760,460,255,2200,4348,0
849.4446,1429,204,357,1841,4297,0
849.4733,561,0,357,1175,3939,0
849.5019,612,153,255,1327,2557,102
849.5306,816,51,306,2297,2352,204
849.5593,714,51,767,2709,2659,153
849.5879,867,0,1278,3119,3069,102
849.6166,1072,102,1278,4090,2916,0
849.6453,1943,255,1227,5882,2968,0
849.6739,2402,256,868,4960,2352,0
849.7026,1840,255,869,3832,2045,0
849.7313,1277,511,665,3321,1841,51
849.7599,1481,1022,408,2758,1585,255
849.7886,1380,1123,153,1583,1329,358
849.8173,867,919,204,1174,971,256
849.8459,969,612,204,868,767,153
849.8746,1636,511,460,1226,1176,204
849.9033,969,408,1022,1686,1380,153
849.932,816,614,1686,2198,1227,102
849.9606,1431,716,1841,2044,1175,102
849.9893,1840,613,2197,1584,1586,102
850.018,1482,409,2607,970,1176,0
850.0466,817,255,3271,613,1124,102
850.0753,1175,0,3832,766,1279,102
850.104,1737,256,3934,664,1687,51
850.1327,1635,512,2659,562,971,0
850.1613,1686,512,1585,510,767,0
850.19,1840,306,1022,1022,920,0
850.2187,2043,357,1379,2146,1433,0
850.2474,2095,357,1685,2401,1893,102
850.276,2094,153,1994,2096,1996,255
850.3047,1328,102,2095,1430,1996,102
850.3334,1020,51,2095,1021,1892,0
850.3621,765,0,1481,816,1072,0
850.3908,1021,102,663,1022,1123,0
850.4194,918,102,459,1380,1891,0
850.4481,970,306,562,2148,2914,0
850.4768,1277,511,767,2197,3785,0
850.5055,1431,511,971,2454,4501,0
850.5342,1379,409,817,2197,4092,0
850.5628,1379,460,868,2863,2759,0
850.5915,918,409,921,2914,1020,0
850.6202,868,358,971,3426,408,51
850.6489,612,102,868,3069,919,102
850.6776,510,306,714,2504,1636,204
850.7063,613,306,306,1635,2454,102
850.7349,1071,357,0,1893,2404,51
850.7636,1073,357,0,2046,1482,153
850.7923,1481,459,204,2250,1739,153
850.821,1125,459,1074,1635,1431,153
850.8497,970,766,1227,1226,869,307
850.8784,765,612,920,767,409,204
850.9071,816,409,511,868,204,255
850.9357,1072,664,357,1072,612,306
850.9644,1584,817,613,1021,1380,204
850.9931,1533,409,766,1073,1431,51
851.0218,1635,153,1226,1123,1125,0
851.0505,1992,51,1073,1073,1073,0
851.0792,2452,153,1532,1124,1380,0
851.1079,2043,358,2298,562,1431,0
851.1366,1736,409,2606,511,1586,0
851.1653,1737,153,2146,664,1329,51
851.194,1634,153,1891,868,1124,204
851.2226,1175,204,1789,1124,767,153
851.2513,1788,409,1482,1790,1123,102
851.28,1738,255,767,1637,664,307
851.3087,1789,256,612,1174,664,512
851.3374,1021,153,918,919,1277,409
851.3661,816,51,1226,1021,1840,153
851.3948,869,102,919,714,2147,153
851.4235,1123,255,511,613,2147,102
851.4522,1278,460,867,970,2097,0
851.4809,1431,563,1380,1585,2455,0
851.5096,919,255,716,1584,2300,0
851.5383,970,409,306,1534,1943,0
851.567,970,460,204,1429,1380,0
851.5957,919,460,664,2044,1533,51
851.6244,919,408,562,3219,2250,51
851.6531,1175,818,562,4449,2608,153
851.6818,817,1124,511,4858,2199,408
851.7105,612,1329,511,4755,1790,561
851.7392,613,612,408,3271,1789,357
851.7679,1073,357,612,2300,1330,256
851.7966,971,255,613,2045,766,306
851.8253,766,153,664,2044,818,561
851.854,460,51,613,1840,460,562
851.8827,868,307,665,1840,255,510
851.9114,1277,358,562,1635,869,357
851.9401,1379,358,562,1226,1379,459
851.9688,765,255,613,817,1073,102
851.9975,510,255,1379,510,869,51
852.0262,920,459,2096,970,715,0
852.0549,1737,1022,2299,1737,715,51
852.0836,2504,1175,1632,1685,868,153
852.1124,2708,868,1533,1532,1277,204
852.1411,1480,511,1482,1021,970,153
852.1698,1378,460,1380,1430,868,204
852.1985,1738,204,1226,1432,460,255
852.2272,2147,204,1022,1328,511,204
852.2559,1891,153,408,765,766,51
852.2846,1483,153,358,817,1380,0
852.3133,1073,102,408,663,1688,0
852.342,867,307,510,1072,1380,0
852.3707,1174,664,765,1329,511,51
852.3995,1737,614,818,1788,460,51
852.4282,1125,153,357,1533,459,0
852.4569,767,0,153,1788,1176,0
852.4856,612,51,664,2044,1942,0
852.5143,1072,153,970,2041,2148,153
852.543,1327,51,1022,2146,1995,153
852.5717,1022,255,1023,2914,1840,153
852.6005,970,409,1126,2964,1329,0
852.6292,1533,358,870,3119,1893,102
852.6579,1430,204,613,2555,1842,102
852.6866,971,357,664,2197,1893,0
852.7153,817,665,920,2145,1330,153
852.744,1381,1022,1074,2402,1328,358
852.7728,1329,920,715,2251,1329,409
852.8015,1686,409,306,2608,1585,255
852.8302,1687,51,255,2198,1535,204
852.8589,1687,0,307,1788,1430,358
852.8876,1073,51,511,1380,919,255
852.9164,971,408,562,1175,1125,306
852.9451,1072,921,358,1327,972,511
852.9738,1227,1482,409,1634,665,511
853.0025,1277,1277,767,1532,612,306
853.0312,1737,1073,1327,1482,920,358
853.06,2046,613,1838,1328,1124,51
853.0887,2453,255,2198,919,1329,0
853.1174,1788,153,1276,408,1125,0
853.1461,1737,102,868,511,715,0
853.1749,1837,102,817,612,562,0
853.2036,2144,0,971,1073,1022,0
853.2323,2502,306,1175,1533,1227,0
853.261,2811,664,919,1431,970,0
853.2898,2964,715,613,459,306,0
853.3185,2301,663,716,102,766,0
853.3472,1327,714,971,255,1073,0
853.376,1175,766,1022,306,1636,0
853.4047,1124,663,817,765,2199,0
853.4334,869,663,817,1278,2966,0
853.4622,459,716,766,1379,2710,0
853.4909,409,1023,818,1685,2097,0
853.5196,357,818,1278,1583,1789,51
853.5483,970,358,1534,2146,2098,51
853.5771,1227,204,969,2351,2198,51
853.6058,1790,204,510,2452,2558,0
853.6345,1891,306,204,2605,2353,51
853.6633,1585,561,153,3118,1381,102
853.692,1021,613,153,3220,1380,153
853.7207,1379,664,459,3168,1586,204
853.7495,1533,408,869,2554,1841,256
853.7782,1022,663,1073,1633,2404,357
853.807,459,613,511,1174,2148,459
853.8357,970,612,306,1737,1379,562
853.8644,1227,561,613,1943,766,562
853.8932,1430,817,766,1685,715,919
853.9219,868,459,510,1839,817,868
853.9506,766,255,714,2452,818,665
853.9794,919,204,920,2197,868,255
854.0081,1481,408,1583,1941,868,153
854.0369,1124,562,1634,1329,817,0
854.0656,1072,715,2607,970,817,51
854.0943,1173,614,2659,970,563,0
854.1231,2144,408,2196,920,408,0
854.1518,2095,306,1380,868,613,0
854.1806,1686,715,1074,868,664,0
854.2093,1074,511,816,664,971,0
854.2381,1174,51,459,1176,1842,0
854.2668,510,0,102,2300,1687,0
854.2955,511,51,204,2557,1637,51
854.3243,511,51,612,1583,1380,153
854.353,918,358,561,1021,1381,153
854.3818,1329,716,357,970,1432,51
854.4105,1789,1023,714,1329,1278,51
854.4393,1175,972,1022,1482,818,0
854.468,1276,716,1584,2198,971,0
854.4968,1021,204,1021,2760,1788,0
854.5255,1635,153,970,2964,2097,0
854.5543,1328,204,868,2147,1686,51
854.583,1481,511,766,1226,1481,153
854.6118,1176,358,460,817,1482,102
854.6405,664,306,562,971,1327,51
854.6693,613,664,920,970,1175,51
854.698,1072,970,1074,1226,1380,51
854.7268,919,715,1125,1124,766,51
854.7555,511,358,1022,818,459,102
854.7843,919,357,971,408,612,153
854.813,1329,562,1278,357,1072,204
854.8418,1073,460,1075,408,1483,102
854.8705,1380,307,563,765,1481,102
854.8993,1687,102,306,1072,868,153
854.928,1891,0,357,1174,767,153
854.9568,1022,153,204,1123,1073,153
854.9855,357,204,204,663,1482,204
855.0143,306,51,562,561,1278,102
855.0431,1482,0,1073,817,972,0
855.0718,2861,0,1226,1073,460,0
855.1006,3630,102,1483,1277,408,0
855.1293,2964,256,1125,868,409,0
855.1581,2146,307,919,868,612,0
855.1869,1174,51,561,971,408,0
855.2156,1226,255,357,1381,563,0
855.2444,1328,460,663,1585,766,0
855.2731,1225,408,920,2147,1227,0
855.3019,1687,153,1073,2453,1482,0
855.3307,2659,153,1430,2248,1789,0
855.3594,2454,102,1329,1481,1891,0
855.3882,1787,153,1176,1124,2456,0
855.4169,1072,255,612,1329,2251,0
855.4457,766,357,716,1482,2199,0
855.4745,1021,255,766,1687,2608,0
855.5032,1173,255,715,1481,3071,102
855.532,357,0,767,1532,3018,307
855.5608,357,51,614,2555,2812,460
855.5895,510,307,204,3219,1585,307
855.6183,665,358,204,4142,1123,0
855.6471,1073,408,510,4038,868,51
855.6758,1482,562,817,4192,715,204
855.7046,1073,816,459,3476,868,256
855.7334,817,1174,408,2967,1380,204
855.7621,1278,1277,664,2451,1892,204
855.7909,1839,1429,1073,2605,1688,562
855.8197,1789,1021,972,2554,1022,561
855.8485,1431,816,614,2401,818,765
855.8772,1072,357,153,1378,665,868
855.906,1023,153,306,1073,817,767
855.9348,1532,306,766,1021,921,255
855.9635,1891,358,1380,1225,664,51
855.9923,2196,613,1841,1329,408,255
856.0211,3270,868,2556,1175,766,204
856.0499,3425,665,3016,1072,1125,51
856.0786,3116,307,4142,1635,1380,0
856.1074,1532,0,3629,1891,920,0
856.1362,765,102,2708,2200,1072,0
856.165,612,204,2093,1279,1942,0
856.1937,1073,306,1789,817,2658,51
856.2225,1584,306,919,868,1686,153
856.2513,1533,459,714,1020,612,255
856.2801,1431,716,817,868,511,307
856.3088,1329,971,1326,1073,1227,256
856.3376,868,715,1123,817,1636,102
856.3664,918,460,1022,665,1995,0
856.3952,868,562,460,561,1738,51
856.424,1124,715,153,817,2456,0
856.4527,1635,921,153,1482,3017,0
856.4815,2453,921,460,1943,3069,0
856.5103,1892,459,715,1482,2659,0
856.5391,1379,255,970,1430,1890,0
856.5679,357,153,1174,1276,1277,0
856.5967,255,51,970,1328,1329,0
856.6254,255,255,714,1533,1585,51
856.6542,408,767,664,1840,2046,102
856.683,562,1277,511,2147,2045,51
856.7118,511,1379,306,2249,1636,0
856.7406,561,766,408,2350,817,153
856.7694,664,664,664,2402,766,153
856.7981,716,255,612,1686,1483,102
856.8269,868,102,766,1943,1585,102
856.8557,1022,51,868,2248,1328,102
856.8845,1225,102,868,2198,919,102
856.9133,1277,306,663,1944,459,102
856.9421,1788,613,612,2558,563,51
856.9709,2146,511,715,2097,1023,0
856.9997,2045,511,715,1431,1176,0
857.0285,1174,357,816,1226,817,0
857.0572,1430,357,1278,1994,1635,0
857.086,1482,510,1992,2403,2046,0
857.1148,1226,817,2864,2299,2301,51
857.1436,1072,357,2813,1379,1841,153
857.1724,1277,51,1993,1329,1586,306
857.2012,1226,204,1227,1176,1433,204
857.23,1532,460,1022,1023,1586,102
857.2588,1430,204,715,817,1431,0
857.2876,969,0,1072,1022,1635,0
857.3164,816,51,1174,1022,1993,0
857.3452,1021,204,664,1277,2710,0
857.374,1329,408,255,868,2454,0
857.4028,2044,255,255,1023,2199,0
857.4316,2096,102,102,1635,3375,0
857.4604,2454,256,51,2197,3888,0
857.4892,1840,511,204,1635,3991,0
857.518,1174,562,460,1685,4708,0
857.5468,1175,460,715,1788,4604,0
857.5756,1021,459,1175,2146,3121,0
857.6044,663,358,1073,2094,1175,0
857.6332,919,255,663,3066,1022,0
857.662,1429,102,408,4856,1687,102
857.6908,2097,409,510,6957,3120,460
857.7196,1891,971,204,5523,3274,664
857.7484,1124,1175,408,3629,2557,511
857.7772,868,1021,562,2198,1176,204
857.806,1277,919,715,2146,869,255
857.8348,1277,664,818,1636,1022,306
857.8636,1022,715,868,1940,1482,664
857.8924,766,664,612,1942,1790,1022
857.9212,562,612,868,2505,1789,1074
857.95,459,357,765,1839,1381,357
857.9788,612,357,1125,1226,1842,153
858.0076,1532,920,1532,357,1789,204
858.0364,2759,1534,1942,307,1175,153
858.0652,2605,1227,2402,562,408,0
858.094,2606,766,2913,919,306,0
858.1228,2859,562,2759,1584,920,0
858.1517,3066,562,1992,2095,1789,0
858.1805,1839,357,1327,1379,1892,51
858.2093,1174,409,1022,920,1535,153
858.2381,1020,409,1022,920,1227,102
858.2669,1275,255,306,1124,1175,0
858.2957,1276,153,255,919,1788,51
858.3245,1175,51,408,919,2198,51
858.3533,1328,0,816,816,1891,0
858.3821,1737,102,1226,1430,2353,153
858.411,1429,102,817,868,2302,256
858.4398,1276,255,664,562,2916,204
858.4686,1277,459,562,715,3784,51
858.4974,1890,511,766,970,5066,102
858.5262,1174,204,766,1327,4399,153
858.555,612,409,868,1635,2657,102
858.5839,204,460,714,1635,1072,0
858.6127,459,306,817,2453,1123,153
858.6415,357,204,460,3781,868,153
858.6703,459,409,255,5113,868,153
858.6991,510,664,102,4345,1124,102
858.7279,561,817,357,3373,1943,102
858.7568,613,510,408,3013,1788,153
858.7856,1022,1277,408,3167,817,460
858.8144,817,1585,511,2452,357,613
858.8432,1226,1276,971,1891,511,665
858.872,1583,715,1227,920,868,358
858.9009,1431,1022,1176,1124,1688,204
858.9297,562,919,562,969,2046,256
858.9585,612,562,817,1175,2508,460
858.9873,1175,153,1636,1329,2251,409
859.0162,1176,51,2146,1277,1585,256
859.045,1021,153,1431,867,1022,51
859.0738,1482,153,1226,1379,1483,0
859.1026,1687,562,1993,1992,1125,102
859.1315,1534,1074,2557,1994,765,153
859.1603,1123,971,2659,1328,562,51
859.1891,1175,816,2096,715,1022,0
859.2179,1175,561,1430,766,1432,0
859.2468,971,306,1481,664,1586,51
859.2756,715,204,971,510,1944,102
859.3044,1021,153,613,715,2660,255
859.3332,1022,0,562,1226,2352,358
859.3621,1737,0,818,1533,2097,409
859.3909,1532,0,715,1226,2300,204
859.4197,1175,153,613,1124,2813,102
859.4486,816,256,868,1328,3223,102
859.4774,971,204,868,1736,3017,0
859.5062,714,0,357,1380,2607,0
859.5351,510,51,51,1124,2301,0
859.5639,510,51,204,1225,1586,0
859.5927,715,0,716,2145,818,51
859.6216,868,51,972,3682,766,0
859.6504,867,102,818,4296,1329,0
859.6792,919,153,663,4806,1532,102
859.7081,766,102,1020,4602,1583,204
859.7369,511,204,1123,3065,1892,204
859.7657,306,460,868,1428,1994,153
859.7946,153,562,510,868,1739,102
859.8234,612,716,715,1380,1739,51
859.8523,663,869,715,2095,1943,0
859.8811,459,971,562,1941,1431,0
859.9099,408,868,408,1124,919,0
859.9388,816,715,408,766,665,0
859.9676,1636,562,408,306,511,0
859.9964,1942,357,612,663,357,0
860.0253,1431,204,867,970,920,51
860.0541,1532,102,1532,1328,1739,0
860.083,2094,153,2504,1378,1534,51
860.1118,2964,256,3273,1072,1380,0
860.1407,2862,255,2403,869,971,0
860.1695,3475,204,1124,869,1277,102
860.1983,3016,153,612,920,920,256
860.2272,2248,51,204,1278,614,256
860.256,1736,0,510,1738,664,102
860.2849,1941,102,1021,2146,971,102
860.3137,1531,51,1381,1277,1021,0
860.3426,1021,0,1176,714,1278,0
860.3714,1326,51,664,561,1942,51
860.4003,1889,102,767,613,3068,153
860.4291,2146,153,613,612,3376,306
860.458,2146,255,306,510,3990,460
860.4868,1634,767,613,817,3990,307
860.5157,1940,1228,1020,1684,3529,51
860.5445,2250,920,1123,1428,2711,0
860.5734,2505,256,971,2144,3068,0
860.6022,1430,51,971,3476,3272,0
860.6311,1123,102,767,5934,2710,0
860.6599,1330,255,460,6240,1942,0
860.6888,1278,358,255,7108,1635,0
860.7176,409,204,204,7159,1431,0
860.7465,510,357,306,7621,1021,102
860.7753,1225,562,255,4805,665,153
860.8042,1683,766,306,3473,817,153
860.833,765,562,204,3476,1022,51
860.8619,204,664,357,3936,1279,204
860.8907,357,715,663,3322,920,613
860.9196,612,1328,1021,2555,716,1124
860.9484,561,970,715,1584,510,868
860.9773,561,715,1074,2250,665,408
861.0062,816,408,1431,2506,716,255
861.035,1021,663,2198,2453,868,0
861.0639,970,664,2966,1737,1277,0
861.0927,1124,613,4858,1226,1330,204
861.1216,1481,612,7110,613,1123,306
861.1505,1686,1022,8595,766,1176,204
861.1793,1839,971,6957,714,562,0
861.2082,1482,766,4297,766,357,0
861.237,1123,153,2658,766,767,0
861.2659,1481,0,1789,919,870,0
861.2948,1481,255,1124,1073,972,51
861.3236,1481,562,663,1277,1278,51
861.3525,1021,561,306,1072,1535,0
861.3813,1532,409,102,1123,1585,0
861.4102,1226,510,715,817,1689,0
861.4391,1020,408,1176,1124,1892,0
861.4679,1378,153,920,1226,2608,0
861.4968,2092,0,817,1430,3939,0
861.5257,2351,0,920,1992,4811,0
861.5545,2657,102,919,3016,4452,0
861.5834,1992,306,766,2350,2815,0
861.6123,971,306,920,2451,1432,0
861.6411,459,51,919,2913,561,0
861.67,715,153,612,4652,511,51
861.6989,919,408,715,5576,767,409
861.7277,1072,818,919,6395,868,716
861.7566,766,816,1379,4859,1175,408
861.7855,1071,970,1787,3015,1535,102
861.8144,1533,869,1328,1633,1483,0
861.8432,1994,870,970,1736,1534,0
861.8721,1073,511,561,1328,1277,51
861.901,459,306,255,1275,1072,255
861.9298,561,357,153,1072,970,204
861.9587,1125,408,408,1123,869,102
861.9876,1381,306,970,867,818,102
862.0165,2097,460,1686,1124,818,51
862.0453,3015,357,1481,1430,510,0
862.0742,4243,460,1532,1533,613,0
862.1031,3628,153,1124,613,716,0
862.132,3476,51,1737,664,818,0
862.1608,3220,306,1737,818,1125,0
862.1897,3990,357,1942,920,1380,51
862.2186,3938,153,1380,1020,1688,153
862.2475,3374,153,1430,1327,1636,204
862.2764,2147,307,1124,1686,1278,204
862.3052,1739,307,460,1841,1176,306
862.3341,1532,51,460,1122,767,153
862.363,2299,102,510,612,1227,0
862.3919,2045,255,664,459,2300,0
862.4207,1789,664,562,715,3478,153
862.4496,1838,511,665,919,4040,204
862.4785,1787,306,868,869,4450,102
862.5074,1890,408,510,663,3733,0
862.5363,1943,510,460,1021,4039,102
862.5652,1380,357,306,1021,3220,102
862.594,920,408,459,1786,2147,153
862.6229,869,511,459,2606,1532,51
862.6518,1022,409,715,4602,1379,0
862.6807,1124,357,1124,7060,1022,0
862.7096,1225,768,1074,9413,919,0
862.7385,868,1227,664,8900,715,0
862.7674,971,1893,409,6801,1176,51
862.7962,919,1328,562,3933,1482,51
862.8251,1073,1225,715,2708,1483,459
862.854,919,766,766,1788,868,869
862.8829,817,459,1124,816,1123,971
862.9118,663,510,1175,459,970,867
862.9407,919,1073,817,663,1021,715
862.9696,766,1278,511,714,511,409
862.9985,1378,665,767,867,869,102
863.0274,1533,153,818,1327,1842,153
863.0562,1583,153,868,1891,2608,256
863.0851,1687,153,2402,1839,1994,204
863.114,2197,153,5575,1124,1073,51
863.1429,2198,358,7777,612,766,0
863.1718,1942,511,7878,408,613,0
863.2007,1788,408,5780,714,511,0
863.2296,2555,357,3938,1021,818,0
863.2585,2554,204,1839,664,818,0
863.2874,2453,408,920,1022,1175,0
863.3163,2095,408,970,2043,1072,51
863.3452,1740,409,1277,2862,1175,0
863.3741,1483,358,970,2810,1532,51
863.403,1380,51,920,2250,2198,0
863.4319,1278,204,1124,1379,2352,0
863.4608,1943,409,1022,1123,2557,102
863.4897,2251,512,767,868,1892,102
863.5186,1994,767,459,613,2199,0
863.5475,1072,562,255,817,2251,51
863.5764,715,358,766,1787,1994,204
863.6053,510,204,1124,2298,1329,204
863.6342,867,204,1227,3527,1329,153
863.6631,1124,153,664,3375,1278,153
863.692,1379,306,204,3732,1278,153
863.7209,1531,255,153,3680,1225,204
863.7498,1686,613,511,4345,1329,306
863.7787,1686,868,972,4191,1535,664
863.8076,1276,1021,1022,3528,1074,766
863.8365,969,663,664,1634,561,510
863.8654,1175,612,817,714,663,255
863.8943,1431,918,816,1275,613,51
863.9232,1430,663,919,2196,767,256
863.9521,1072,613,767,1941,562,664
863.981,1328,921,767,1583,614,510
864.0099,1379,665,1226,1175,664,306
864.0388,1071,408,1992,1430,920,306
864.0678,1122,0,2606,1788,1431,358
864.0967,1378,153,2606,2198,1686,409
864.1256,766,204,2297,1430,1328,204
864.1545,970,255,2197,765,1431,0
864.1834,970,102,1941,613,971,0
864.2123,969,0,2147,1533,306,0
864.2412,562,51,1941,2098,51,0
864.2701,664,204,1377,2251,459,51
864.299,409,614,919,1994,969,153
864.328,510,716,612,2198,1584,0
864.3569,715,409,510,1634,1483,51
864.3858,868,102,612,1277,1430,0
864.4147,1123,0,612,1022,1585,102
864.4436,1072,153,510,1073,2249,153
864.4725,1123,255,408,1021,2659,102
864.5014,1482,204,255,1840,2299,0
864.5304,1276,51,357,2352,1789,0
864.5593,765,204,408,2198,1483,0
864.5882,459,307,612,1329,1227,51
864.6171,460,306,817,766,1278,204
864.646,408,204,971,919,766,102
864.6749,357,357,921,1072,357,0
864.7039,816,511,459,765,357,0
864.7328,1277,1022,664,714,664,0
864.7617,1430,1890,612,765,561,0
864.7906,1123,2814,306,1022,357,204
864.8195,306,2503,306,1379,306,306
864.8485,102,1276,408,1226,408,306
864.8774,357,715,459,714,817,102
864.9063,920,511,1022,510,920,306
864.9352,1891,614,1125,612,664,409
864.9642,1993,766,869,1022,409,358
864.9931,1736,459,562,1481,816,153
865.022,1481,357,663,1688,1481,0
865.0509,1073,255,1378,1482,1892,0
865.0799,817,255,2044,1380,2558,0
865.1088,919,102,1891,868,1586,0
865.1377,1431,51,2043,715,818,0
865.1666,1534,408,1634,408,766,51
865.1956,1022,1073,1533,1123,612,0
865.2245,918,1125,971,1841,357,102
865.2534,1430,766,1125,1687,460,102
865.2823,1839,204,1074,1227,818,0
865.3113,1789,204,817,766,1535,0
865.3402,1124,153,664,459,1740,0
865.3691,1124,51,869,714,1688,0
865.3981,1073,102,716,817,1431,0
865.427,1277,102,460,1072,1227,0
865.4559,1379,102,306,1636,921,0
865.4849,1379,102,153,1841,613,0
865.5138,1174,153,51,1021,1022,0
865.5427,1020,51,255,613,1943,0
865.5717,818,102,510,1329,2354,0
865.6006,1226,255,357,1840,2557,0
865.6295,1379,255,459,1841,2043,0
865.6585,1124,204,1379,1585,1329,0
865.6874,867,153,1534,1174,715,0
865.7163,664,51,970,919,459,0
865.7453,816,102,255,970,664,51
865.7742,972,204,357,868,1688,153
865.8031,971,153,255,868,1892,153
865.8321,664,459,357,1329,1432,51
865.861,919,869,306,1381,716,0
865.89,1482,1123,255,1380,613,102
865.9189,1737,715,204,869,817,204
865.9478,1532,204,460,1074,919,255
865.9768,1278,51,766,920,665,153
866.0057,1073,102,1176,869,971,102
866.0347,562,204,1276,664,1277,102
866.0636,408,255,1072,562,1841,204
866.0925,510,102,817,867,2557,153
866.1215,1174,306,919,1022,2865,0
866.1504,1123,408,1072,1175,2097,0
866.1794,1225,459,817,868,1125,153
866.2083,1073,357,561,919,817,153
866.2373,920,562,868,1277,970,102
866.2662,613,255,561,1278,1022,0
866.2952,920,0,408,1432,1482,0
866.3241,1175,0,306,1533,1892,0
866.353,1074,102,409,1380,2148,0
866.382,868,409,613,818,1688,0
866.4109,612,716,562,765,817,0
866.4399,715,561,510,561,920,102
866.4688,766,511,818,510,1329,358
866.4978,767,563,664,1073,1634,358
866.5267,868,613,460,1430,1533,153
866.5557,766,204,204,1379,920,0
866.5846,971,102,153,1736,612,0
866.6136,1021,204,561,1531,357,0
866.6425,1123,511,1021,1735,459,0
866.6715,918,511,1278,1533,561,0
866.7004,817,768,1278,1789,920,0
866.7294,715,768,1122,1329,920,0
866.7584,562,972,970,1022,1125,0
866.7873,613,664,714,408,1277,102
866.8163,562,613,459,1176,1330,102
866.8452,919,510,153,1634,1023,51
866.8742,1073,511,51,1737,1482,0
866.9031,1327,664,153,1278,2301,0
866.9321,1941,715,408,1124,2660,0
866.961,1736,460,459,1124,1688,204
866.99,2502,358,409,1430,1023,307
867.019,2350,256,459,1329,716,256
867.0479,2196,204,870,1585,870,51
867.0769,1174,357,1176,1123,971,0
867.1058,868,460,1073,817,1176,51
867.1348,561,307,714,510,1074,153
867.1637,510,51,510,510,1381,307
867.1927,562,0,460,510,664,204
867.2217,1328,102,562,766,51,51
867.2506,1788,255,665,1176,0,0
867.2796,1535,204,818,1227,869,0
867.3086,1072,102,1125,1124,2200,0
